Game,Datetime,Market,Event/Person/Team,Odds,Update timestamp
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Asian Handicap - Match,Meralco Bolts -3.5,2.04,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Asian Handicap - Match,Talk N Text Tropang +3.5,1.82,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Over / Under - Match,Over 171.5,1.94,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Over / Under - Match,Under 171.5,1.91,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Odd/Even Total Points - Match,Even,2.02,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Odd/Even Total Points - Match,Odd,1.87,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,MERALCO BOLTS by 1-5,4.6,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,TALK N TEXT TROPANG TEXTERS by 1-5,5.2,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,MERALCO BOLTS by 6-10,4.4,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,TALK N TEXT TROPANG TEXTERS by 6-10,5.8,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,MERALCO BOLTS by 11-15,7.4,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,TALK N TEXT TROPANG TEXTERS by 11-15,10,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,MERALCO BOLTS by 16-20,10,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,TALK N TEXT TROPANG TEXTERS by 16-20,16,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,MERALCO BOLTS by 21-25,18,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,TALK N TEXT TROPANG TEXTERS by 21-25,30,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,MERALCO BOLTS by 26+,23,18/06/2022 8:52
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,TALK N TEXT TROPANG TEXTERS by 26+,50,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Head to Head - Match,Phoenix Fuel Masters,1.88,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Head to Head - Match,Rain or Shine Elasto Painters,1.97,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Phoenix Fuel Masters -1.5,1.97,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Rain or Shine Elasto Painters +1.5,1.88,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Over 174.5,1.96,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Under 174.5,1.88,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Even,2,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Odd,1.89,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 1-5,4.8,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 1-5,4.9,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 6-10,4.9,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 6-10,5.2,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 11-15,8.2,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 11-15,8.6,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 16-20,12,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 16-20,13,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 21-25,22,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 21-25,24,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 26+,30,18/06/2022 8:52
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 26+,35,18/06/2022 8:52
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Head to Head - Match,NorthPort Batang Pier,1.44,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Head to Head - Match,Blackwater Bossing,2.85,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Asian Handicap - Match,NorthPort Batang Pier -5.5,1.94,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Asian Handicap - Match,Blackwater Bossing +5.5,1.9,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Over / Under - Match,Over 176.5,1.92,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Over / Under - Match,Under 176.5,1.92,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Odd/Even Total Points - Match,Even,2.04,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Odd/Even Total Points - Match,Odd,1.85,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Winning Margin - Match,GLOBALPORT BATANG PIER by 1-5,4.5,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Winning Margin - Match,Blackwater Elite by 1-5,6,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Winning Margin - Match,GLOBALPORT BATANG PIER by 6-10,3.9,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Winning Margin - Match,Blackwater Elite by 6-10,7.2,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Winning Margin - Match,GLOBALPORT BATANG PIER by 11-15,6.6,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Winning Margin - Match,Blackwater Elite by 11-15,13,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Winning Margin - Match,GLOBALPORT BATANG PIER by 16-20,8.4,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Winning Margin - Match,Blackwater Elite by 16-20,22,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Winning Margin - Match,GLOBALPORT BATANG PIER by 21-25,14,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Winning Margin - Match,Blackwater Elite by 21-25,50,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Winning Margin - Match,GLOBALPORT BATANG PIER by 26+,17,18/06/2022 10:13
NorthPort Batang Pier vs Blackwater Bossing,18/06/2022 17:15,Winning Margin - Match,Blackwater Elite by 26+,80,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Head to Head - Match,Meralco Bolts,1.69,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Head to Head - Match,Talk N Text Tropang,2.23,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Asian Handicap - Match,Meralco Bolts -3.5,2.04,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Asian Handicap - Match,Talk N Text Tropang +3.5,1.82,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Over / Under - Match,Over 171.5,1.94,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Over / Under - Match,Under 171.5,1.91,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Odd/Even Total Points - Match,Even,2.02,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Odd/Even Total Points - Match,Odd,1.87,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,MERALCO BOLTS by 1-5,4.6,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,TALK N TEXT TROPANG TEXTERS by 1-5,5.2,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,MERALCO BOLTS by 6-10,4.4,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,TALK N TEXT TROPANG TEXTERS by 6-10,5.8,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,MERALCO BOLTS by 11-15,7.4,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,TALK N TEXT TROPANG TEXTERS by 11-15,10,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,MERALCO BOLTS by 16-20,10,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,TALK N TEXT TROPANG TEXTERS by 16-20,16,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,MERALCO BOLTS by 21-25,18,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,TALK N TEXT TROPANG TEXTERS by 21-25,30,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,MERALCO BOLTS by 26+,23,18/06/2022 10:13
Meralco Bolts vs Talk N Text Tropang,18/06/2022 19:15,Winning Margin - Match,TALK N TEXT TROPANG TEXTERS by 26+,50,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Head to Head - Match,Phoenix Fuel Masters,1.88,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Head to Head - Match,Rain or Shine Elasto Painters,1.97,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Phoenix Fuel Masters -1.5,1.97,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Rain or Shine Elasto Painters +1.5,1.88,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Over 174.5,1.96,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Under 174.5,1.88,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Even,2,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Odd,1.89,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 1-5,4.8,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 1-5,4.9,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 6-10,4.9,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 6-10,5.2,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 11-15,8.2,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 11-15,8.6,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 16-20,12,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 16-20,13,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 21-25,22,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 21-25,24,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 26+,30,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 26+,35,18/06/2022 10:13
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Head to Head - Match,Phoenix Fuel Masters,1.85,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Head to Head - Match,Rain or Shine Elasto Painters,2.01,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Phoenix Fuel Masters -1.5,1.89,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Rain or Shine Elasto Painters +1.5,1.95,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Over 175.5,1.96,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Under 175.5,1.89,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Even,2,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Odd,1.88,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 1-5,4.8,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 1-5,5,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 6-10,4.9,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 6-10,5.2,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 11-15,8.2,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 11-15,8.8,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 16-20,12,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 16-20,13,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 21-25,21,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 21-25,25,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 26+,29,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 26+,35,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Head to Head - Match,Magnolia Hotshots,2.55,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Head to Head - Match,Barangay Ginebra,1.55,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots +4.5,1.91,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra -4.5,1.93,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 171.5,1.92,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 171.5,1.92,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Odd/Even Total Points - Match,Even,2.03,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Odd/Even Total Points - Match,Odd,1.86,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 1-5,5.6,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 1-5,4.5,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 6-10,6.2,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 6-10,4.2,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 11-15,11,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 11-15,7,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 16-20,18,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 16-20,9.4,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 21-25,35,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 21-25,16,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 26+,60,18/06/2022 21:55
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 26+,20,18/06/2022 21:55
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Head to Head - Match,Phoenix Fuel Masters,1.85,19/06/2022 7:43
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Head to Head - Match,Rain or Shine Elasto Painters,2.01,19/06/2022 7:43
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Phoenix Fuel Masters -1.5,1.89,19/06/2022 7:43
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Rain or Shine Elasto Painters +1.5,1.95,19/06/2022 7:43
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Over 175.5,1.96,19/06/2022 7:43
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Under 175.5,1.89,19/06/2022 7:43
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Even,2,19/06/2022 7:43
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Odd,1.88,19/06/2022 7:43
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 1-5,4.8,19/06/2022 7:43
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 1-5,5,19/06/2022 7:43
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 6-10,4.9,19/06/2022 7:43
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 6-10,5.2,19/06/2022 7:43
