Game,Datetime,Market,Event/Person/Team,Odds,Update timestamp
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Phoenix Fuel Masters -1.5,1.8,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Rain or Shine Elasto Painters +1.5,2.05,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Over 175.5,2.01,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Under 175.5,1.85,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Even,2.01,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Odd,1.88,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 1-5,4.7,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 1-5,5,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 6-10,4.8,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 6-10,5.4,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 11-15,8,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 11-15,9,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 16-20,11,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 16-20,14,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 21-25,21,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 21-25,26,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 26+,28,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 26+,40,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Head to Head - Match,Magnolia Hotshots,2.49,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Head to Head - Match,Barangay Ginebra,1.57,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots +3.5,1.99,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra -3.5,1.86,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 171.5,1.97,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 171.5,1.88,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Odd/Even Total Points - Match,Even,2.02,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Odd/Even Total Points - Match,Odd,1.87,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 1-5,5.4,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 1-5,4.5,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 6-10,6.2,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 6-10,4.2,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 11-15,11,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 11-15,7.2,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 16-20,17,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 16-20,9.6,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 21-25,35,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 21-25,17,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 26+,60,19/06/2022 13:08
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 26+,21,19/06/2022 13:08
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Head to Head - Match,Phoenix Fuel Masters,1.67,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Head to Head - Match,Rain or Shine Elasto Painters,2.25,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Phoenix Fuel Masters -2.5,1.92,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Rain or Shine Elasto Painters +2.5,1.92,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Over 175.5,2.01,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Under 175.5,1.85,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Even,2.01,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Odd,1.88,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 1-5,4.7,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 1-5,5,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 6-10,4.7,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 6-10,5.4,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 11-15,7.8,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 11-15,9.4,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 16-20,11,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 16-20,14,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 21-25,20,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 21-25,28,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 26+,26,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 26+,40,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Head to Head - Match,Magnolia Hotshots,2.29,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Head to Head - Match,Barangay Ginebra,1.66,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots +3.5,1.89,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra -3.5,1.96,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 171.5,1.97,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 171.5,1.88,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Odd/Even Total Points - Match,Even,2.02,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Odd/Even Total Points - Match,Odd,1.87,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 1-5,5.2,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 1-5,4.6,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 6-10,5.8,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 6-10,4.4,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 11-15,10,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 11-15,7.4,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 16-20,16,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 16-20,10,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 21-25,30,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 21-25,18,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 26+,50,19/06/2022 14:42
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 26+,24,19/06/2022 14:42
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Head to Head - Match,Phoenix Fuel Masters,1.6,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Head to Head - Match,Rain or Shine Elasto Painters,2.41,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Phoenix Fuel Masters -3.5,2.03,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Asian Handicap - Match,Rain or Shine Elasto Painters +3.5,1.83,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Over 175.5,2.01,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Over / Under - Match,Under 175.5,1.85,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Even,2.02,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Odd/Even Total Points - Match,Odd,1.87,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 1-5,4.6,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 1-5,5.2,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 6-10,4.4,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 6-10,5.8,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 11-15,7.4,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 11-15,10,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 16-20,10,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 16-20,16,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 21-25,18,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 21-25,30,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,Phoenix Fuel Masters by 26+,23,19/06/2022 16:22
Phoenix Fuel Masters vs Rain or Shine Elasto Painters,19/06/2022 16:30,Winning Margin - Match,RAIN OR SHINE ELASTO PAINTERS by 26+,50,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Head to Head - Match,Magnolia Hotshots,2.1,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Head to Head - Match,Barangay Ginebra,1.78,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots +2.5,1.9,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra -2.5,1.95,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 171.5,1.97,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 171.5,1.88,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Odd/Even Total Points - Match,Even,2.01,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Odd/Even Total Points - Match,Odd,1.88,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 1-5,5.2,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 1-5,4.7,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 6-10,5.6,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 6-10,4.6,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 11-15,9.4,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 11-15,7.8,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 16-20,14,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 16-20,11,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 21-25,28,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 21-25,20,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,SAN MIG COFFEE MIXERS by 26+,40,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Winning Margin - Match,BARANGAY GINEBRA SAN MIGUEL by 26+,26,19/06/2022 16:22
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Head to Head - Match,Magnolia Hotshots,2.15,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Head to Head - Match,Barangay Ginebra,1.7,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots -1.5,2.25,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra +1.5,1.65,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots +1.5,2,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra -1.5,1.8,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots +2.5,1.9,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra -2.5,1.9,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots +3.5,1.8,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra -3.5,2.05,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Magnolia Hotshots +4.5,1.7,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Asian Handicap - Match,Barangay Ginebra -4.5,2.2,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Barangay Ginebra - Regulation Time,Over 87.5,2.05,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Barangay Ginebra - Regulation Time,Under 87.5,1.75,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Barangay Ginebra - Regulation Time,Over 85.5,1.75,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Barangay Ginebra - Regulation Time,Under 85.5,2.05,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Barangay Ginebra - Regulation Time,Over 86.5,1.9,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Barangay Ginebra - Regulation Time,Under 86.5,1.9,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Magnolia Hotshots - Regulation Time,Over 83.5,1.7,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Magnolia Hotshots - Regulation Time,Under 83.5,2.15,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Magnolia Hotshots - Regulation Time,Over 84.5,1.8,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Magnolia Hotshots - Regulation Time,Under 84.5,1.95,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Magnolia Hotshots - Regulation Time,Over 85.5,1.95,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Magnolia Hotshots - Regulation Time,Under 85.5,1.8,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 170.5,1.75,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 170.5,2.1,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 171.5,1.8,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 171.5,2,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 172.5,1.9,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 172.5,1.9,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 173.5,2,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 173.5,1.8,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Over 174.5,2.1,19/06/2022 18:49
Magnolia Hotshots vs Barangay Ginebra,19/06/2022 18:30,Over / Under - Match,Under 174.5,1.75,19/06/2022 18:49
